FIPS_Code,State,Area_name,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Civilian_labor_force_2010,Employed_2010,Unemployed_2010,Unemployment_rate_2010,Civilian_labor_force_2011,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Civilian_labor_force_2012,Employed_2012,Unemployed_2012,Unemployment_rate_2012,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Civilian_labor_force_2016,Employed_2016,Unemployed_2016,Unemployment_rate_2016,Civilian_labor_force_2017,Employed_2017,Unemployed_2017,Unemployment_rate_2017,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013
13179,GA,"Liberty County, GA",19522,18503,1019,5.2,19769,18782,987,5,20456,19194,1262,6.2,21008,19840,1168,5.6,22241,20941,1300,5.8,22982,21538,1444,6.3,24013,22513,1500,6.2,24257,22885,1372,5.7,25389,23751,1638,6.5,26006,23691,2315,8.9,26999,24523,2476,9.2,27536,24989,2547,9.2,27061,24686,2375,8.8,26166,23961,2205,8.4,25594,23631,1963,7.7,24690,23103,1587,6.4,25047,23562,1485,5.9,25741,24401,1340,5.2,25910,24786,1124,4.3,25970,24965,1005,3.9,25741,24140,1601,6.2,51410,82.98628235,3,2,1
13181,GA,"Lincoln County, GA",3751,3538,213,5.7,3457,3166,291,8.4,3457,3187,270,7.8,3502,3228,274,7.8,3551,3313,238,6.7,3629,3353,276,7.6,3812,3561,251,6.6,3838,3598,240,6.3,3900,3601,299,7.7,3907,3461,446,11.4,3693,3261,432,11.7,3629,3212,417,11.5,3525,3150,375,10.6,3446,3103,343,10,3332,3054,278,8.3,3327,3099,228,6.9,3479,3271,208,6,3604,3413,191,5.3,3608,3427,181,5,3552,3412,140,3.9,3497,3307,190,5.4,45299,73.12187195,2,2,1
13183,GA,"Long County, GA",4297,4142,155,3.6,4523,4376,147,3.3,4720,4513,207,4.4,4940,4746,194,3.9,5247,5022,225,4.3,5759,5511,248,4.3,5717,5474,243,4.3,5917,5680,237,4,6490,6178,312,4.8,6649,6193,456,6.9,6246,5713,533,8.5,6364,5803,561,8.8,6625,6067,558,8.4,6688,6148,540,8.1,6690,6192,498,7.4,7005,6587,418,6,7424,7018,406,5.5,8050,7657,393,4.9,8066,7741,325,4,8345,8032,313,3.8,8139,7782,357,4.4,52051,84.02098846,3,2,1
13185,GA,"Lowndes County, GA",43232,41319,1913,4.4,43450,41774,1676,3.9,46101,44223,1878,4.1,48069,46250,1819,3.8,48816,46981,1835,3.8,50499,48335,2164,4.3,52047,49871,2176,4.2,53602,51361,2241,4.2,54754,51528,3226,5.9,53914,49118,4796,8.9,51165,46177,4988,9.7,51276,46228,5048,9.8,52282,47580,4702,9,51035,46965,4070,8,50467,46786,3681,7.3,49790,46796,2994,6,51312,48569,2743,5.3,52177,49724,2453,4.7,51885,49739,2146,4.1,51690,49820,1870,3.6,51599,48484,3115,6,46450,74.97982025,3,2,1
13187,GA,"Lumpkin County, GA",10854,10535,319,2.9,10927,10559,368,3.4,11203,10704,499,4.5,11710,11196,514,4.4,11855,11317,538,4.5,12195,11573,622,5.1,12754,12185,569,4.5,13134,12545,589,4.5,13425,12410,1015,7.6,13331,11691,1640,12.3,14748,13200,1548,10.5,14850,13415,1435,9.7,15126,13882,1244,8.2,15122,14015,1107,7.3,15232,14260,972,6.4,15145,14312,833,5.5,15975,15199,776,4.9,16891,16183,708,4.2,16749,16143,606,3.6,16946,16394,552,3.3,16463,15671,792,4.8,57078,92.1355896,6,4,0
13189,GA,"McDuffie County, GA",9851,9419,432,4.4,9977,9385,592,5.9,10259,9501,758,7.4,10431,9733,698,6.7,10528,9878,650,6.2,10675,9883,792,7.4,10669,9954,715,6.7,10600,9874,726,6.8,10774,9862,912,8.5,10811,9519,1292,12,9477,8214,1263,13.3,9384,8142,1242,13.2,9293,8137,1156,12.4,9065,8047,1018,11.2,8787,7906,881,10,8690,7954,736,8.5,8802,8150,652,7.4,8980,8413,567,6.3,8941,8435,506,5.7,8756,8293,463,5.3,8695,8016,679,7.8,44473,71.78853607,2,2,1
13191,GA,"McIntosh County, GA",4866,4659,207,4.3,4870,4663,207,4.3,4896,4635,261,5.3,4954,4723,231,4.7,5103,4851,252,4.9,5244,4945,299,5.7,5285,5038,247,4.7,5390,5151,239,4.4,5449,5100,349,6.4,5281,4720,561,10.6,6305,5632,673,10.7,6175,5525,650,10.5,6010,5433,577,9.6,5923,5395,528,8.9,5858,5395,463,7.9,5753,5373,380,6.6,6004,5649,355,5.9,6195,5878,317,5.1,6267,6013,254,4.1,6102,5876,226,3.7,5949,5609,340,5.7,46682,75.35431671,3,2,1
13193,GA,"Macon County, GA",5390,5035,355,6.6,5303,4942,361,6.8,5179,4757,422,8.1,5211,4779,432,8.3,5260,4813,447,8.5,5435,4924,511,9.4,5299,4859,440,8.3,5096,4694,402,7.9,5147,4678,469,9.1,5207,4531,676,13,5399,4677,722,13.4,5267,4545,722,13.7,5151,4476,675,13.1,4955,4327,628,12.7,4733,4173,560,11.8,4567,4140,427,9.3,4681,4289,392,8.4,4763,4429,334,7,4710,4413,297,6.3,4724,4503,221,4.7,4614,4303,311,6.7,34634,55.90637589,6,6,0
13195,GA,"Madison County, GA",13734,13291,443,3.2,14021,13461,560,4,14634,13984,650,4.4,15160,14513,647,4.3,14966,14304,662,4.4,15499,14765,734,4.7,15396,14779,617,4,15805,15166,639,4,16256,15341,915,5.6,15790,14346,1444,9.1,13415,11999,1416,10.6,13206,11873,1333,10.1,13084,11931,1153,8.8,12893,11922,971,7.5,12686,11835,851,6.7,12481,11776,705,5.6,13084,12428,656,5,13688,13096,592,4.3,13710,13218,492,3.6,13419,12996,423,3.2,12972,12302,670,5.2,52326,84.46488953,3,2,1
13197,GA,"Marion County, GA",3305,3175,130,3.9,3304,3122,182,5.5,3294,3128,166,5,3410,3206,204,6,3350,3154,196,5.9,3419,3225,194,5.7,3387,3222,165,4.9,3318,3149,169,5.1,3328,3105,223,6.7,3320,2974,346,10.4,3733,3330,403,10.8,3674,3294,380,10.3,3599,3244,355,9.9,3449,3146,303,8.8,3451,3185,266,7.7,3407,3115,292,8.6,3381,3130,251,7.4,3458,3248,210,6.1,3378,3201,177,5.2,3294,3151,143,4.3,3192,3029,163,5.1,41190,66.48910522,2,2,1
13199,GA,"Meriwether County, GA",10082,9628,454,4.5,10022,9483,539,5.4,9970,9332,638,6.4,9777,9106,671,6.9,9720,9036,684,7,9853,9093,760,7.7,9665,8997,668,6.9,9572,8964,608,6.4,9649,8767,882,9.1,9477,8112,1365,14.4,9367,8065,1302,13.9,9221,8001,1220,13.2,8995,7930,1065,11.8,8802,7861,941,10.7,8734,7878,856,9.8,8576,7877,699,8.2,8759,8150,609,7,8949,8414,535,6,8884,8432,452,5.1,8895,8481,414,4.7,8816,8061,755,8.6,43571,70.33252716,1,1,1
13201,GA,"Miller County, GA",3237,3104,133,4.1,3214,3081,133,4.1,3376,3216,160,4.7,3517,3332,185,5.3,3445,3288,157,4.6,3606,3461,145,4,3704,3560,144,3.9,3575,3404,171,4.8,3585,3392,193,5.4,3615,3286,329,9.1,2811,2515,296,10.5,2735,2484,251,9.2,2691,2474,217,8.1,2651,2460,191,7.2,2669,2500,169,6.3,2639,2494,145,5.5,2753,2602,151,5.5,2847,2719,128,4.5,2776,2672,104,3.7,2804,2711,93,3.3,2772,2660,112,4,41769,67.42372894,8,7,0
13205,GA,"Mitchell County, GA",9859,9357,502,5.1,9785,9259,526,5.4,9751,9154,597,6.1,9979,9385,594,6,9901,9282,619,6.3,10158,9548,610,6,10473,9918,555,5.3,10413,9834,579,5.6,10543,9765,778,7.4,10405,9313,1092,10.5,9673,8613,1060,11,9502,8559,943,9.9,9581,8743,838,8.7,9005,8236,769,8.5,8751,8061,690,7.9,8619,8029,590,6.8,8569,7999,570,6.7,8578,8036,542,6.3,8389,7929,460,5.5,8490,8097,393,4.6,8289,7751,538,6.5,37383,60.34382629,6,6,0
13207,GA,"Monroe County, GA",11295,10880,415,3.7,11280,10851,429,3.8,11791,11218,573,4.9,12375,11838,537,4.3,12455,11887,568,4.6,12719,12033,686,5.4,13075,12441,634,4.8,13526,12926,600,4.4,13899,13048,851,6.1,13805,12491,1314,9.5,12587,11287,1300,10.3,12718,11490,1228,9.7,12779,11689,1090,8.5,12751,11733,1018,8,12710,11855,855,6.7,12526,11784,742,5.9,13018,12336,682,5.2,13229,12632,597,4.5,13218,12728,490,3.7,13028,12592,436,3.3,12700,12050,650,5.1,70488,113.7820816,3,2,1
13209,GA,"Montgomery County, GA",3898,3676,222,5.7,3866,3608,258,6.7,3795,3519,276,7.3,4154,3897,257,6.2,4212,3964,248,5.9,4268,4002,266,6.2,4512,4261,251,5.6,4592,4362,230,5,4549,4189,360,7.9,4486,4064,422,9.4,3889,3415,474,12.2,3905,3393,512,13.1,3886,3440,446,11.5,4043,3584,459,11.4,3853,3454,399,10.4,3671,3347,324,8.8,3725,3444,281,7.5,3800,3547,253,6.7,3868,3642,226,5.8,3926,3721,205,5.2,3891,3681,210,5.4,43657,70.47135162,9,8,0
13211,GA,"Morgan County, GA",8132,7855,277,3.4,8213,7937,276,3.4,8594,8209,385,4.5,8603,8212,391,4.5,8601,8215,386,4.5,8951,8508,443,4.9,9400,8960,440,4.7,9485,9038,447,4.7,9593,8972,621,6.5,9355,8378,977,10.4,8654,7739,915,10.6,8622,7763,859,10,8511,7754,757,8.9,8336,7669,667,8,8344,7796,548,6.6,8324,7860,464,5.6,8698,8254,444,5.1,9073,8661,412,4.5,9209,8875,334,3.6,9383,9082,301,3.2,9142,8645,497,5.4,67089,108.2954025,1,1,1
13213,GA,"Murray County, GA",19512,18860,652,3.3,19660,18818,842,4.3,20357,19405,952,4.7,20617,19707,910,4.4,20726,19837,889,4.3,21024,19990,1034,4.9,21450,20447,1003,4.7,21048,20009,1039,4.9,20375,18749,1626,8,19773,17087,2686,13.6,17234,14831,2403,13.9,17017,14676,2341,13.8,16338,14277,2061,12.6,15864,14092,1772,11.2,15847,14358,1489,9.4,15891,14700,1191,7.5,15645,14521,1124,7.2,16011,15014,997,6.2,16027,15164,863,5.4,15625,14812,813,5.2,15350,14191,1159,7.6,50061,80.80871582,3,2,1
13215,GA,"Muscogee County, GA",83224,79319,3905,4.7,82195,78040,4155,5.1,82729,77895,4834,5.8,83749,78972,4777,5.7,83998,78994,5004,6,84965,79397,5568,6.6,85455,80403,5052,5.9,85562,80720,4842,5.7,86000,80248,5752,6.7,86139,77931,8208,9.5,81995,73575,8420,10.3,82742,74480,8262,10,83331,75280,8051,9.7,83025,75322,7703,9.3,80711,73885,6826,8.5,78024,72100,5924,7.6,78438,73041,5397,6.9,79762,74978,4784,6,78950,74861,4089,5.2,77829,74179,3650,4.7,77258,71209,6049,7.8,47035,75.9241333,2,2,1
13217,GA,"Newton County, GA",32130,31090,1040,3.2,33875,32631,1244,3.7,35790,33886,1904,5.3,37646,35533,2113,5.6,39638,37426,2212,5.6,42495,39785,2710,6.4,44114,41583,2531,5.7,46396,43758,2638,5.7,47612,43743,3869,8.1,47203,41151,6052,12.8,48138,41951,6187,12.9,48301,42380,5921,12.3,48130,42907,5223,10.9,48002,43372,4630,9.6,47871,43929,3942,8.2,47891,44597,3294,6.9,50006,46972,3034,6.1,51713,48935,2778,5.4,52056,49687,2369,4.6,52883,50779,2104,4,51901,48202,3699,7.1,58222,93.9822464,1,1,1
13219,GA,"Oconee County, GA",14270,13908,362,2.5,14518,14120,398,2.7,15154,14658,496,3.3,15925,15438,487,3.1,16109,15581,528,3.3,17132,16495,637,3.7,17384,16789,595,3.4,17984,17403,581,3.2,18788,17963,825,4.4,18564,17351,1213,6.5,16875,15655,1220,7.2,16879,15710,1169,6.9,17016,15960,1056,6.2,17076,16125,951,5.6,17232,16355,877,5.1,17385,16602,783,4.5,18472,17706,766,4.1,19648,18946,702,3.6,20121,19516,605,3,20054,19531,523,2.6,19208,18487,721,3.8,100878,162.8377686,3,2,1
13221,GA,"Oglethorpe County, GA",6594,6395,199,3,6761,6492,269,4,7049,6734,315,4.5,7314,6995,319,4.4,7295,6977,318,4.4,7572,7203,369,4.9,7574,7269,305,4,7717,7394,323,4.2,7953,7506,447,5.6,7817,7121,696,8.9,7099,6404,695,9.8,6990,6313,677,9.7,6871,6292,579,8.4,6731,6225,506,7.5,6649,6207,442,6.6,6650,6275,375,5.6,6919,6578,341,4.9,7121,6810,311,4.4,7138,6870,268,3.8,7040,6808,232,3.3,6791,6464,327,4.8,54346,87.72558594,3,2,1
13223,GA,"Paulding County, GA",45527,44320,1207,2.7,47998,46579,1419,3,50298,48122,2176,4.3,52502,50179,2323,4.4,55074,52533,2541,4.6,58689,55727,2962,5,62512,59708,2804,4.5,65890,62981,2909,4.4,68244,63854,4390,6.4,68007,60796,7211,10.6,73923,66434,7489,10.1,74145,67149,6996,9.4,74215,68145,6070,8.2,74440,69117,5323,7.2,74715,70102,4613,6.2,75454,71460,3994,5.3,79648,75914,3734,4.7,83584,80090,3494,4.2,85545,82555,2990,3.5,87696,85048,2648,3,85313,80718,4595,5.4,76580,123.6158218,1,1,1
13225,GA,"Peach County, GA",10756,10270,486,4.5,10652,10157,495,4.6,10930,10326,604,5.5,11336,10633,703,6.2,11215,10434,781,7,11394,10579,815,7.2,11531,10807,724,6.3,11533,10851,682,5.9,12141,11213,928,7.6,12353,11014,1339,10.8,12958,11373,1585,12.2,12663,11178,1485,11.7,12499,11127,1372,11,11873,10615,1258,10.6,11470,10379,1091,9.5,11163,10263,900,8.1,11441,10630,811,7.1,11872,11169,703,5.9,11884,11259,625,5.3,11901,11402,499,4.2,11814,11084,730,6.2,49815,80.41162109,3,2,1
13227,GA,"Pickens County, GA",12420,12049,371,3,12865,12436,429,3.3,13233,12648,585,4.4,13702,13062,640,4.7,13895,13306,589,4.2,14257,13623,634,4.4,14654,14070,584,4,15121,14505,616,4.1,15443,14447,996,6.4,15117,13438,1679,11.1,14086,12521,1565,11.1,14039,12569,1470,10.5,13851,12611,1240,9,13793,12701,1092,7.9,13803,12878,925,6.7,13716,12972,744,5.4,14404,13692,712,4.9,15117,14464,653,4.3,15219,14671,548,3.6,15457,14977,480,3.1,14927,14210,717,4.8,66183,106.8329315,1,1,1
13229,GA,"Pierce County, GA",7600,7296,304,4,7449,7120,329,4.4,7571,7190,381,5,7936,7568,368,4.6,8077,7702,375,4.6,8345,7922,423,5.1,8359,7981,378,4.5,8558,8192,366,4.3,8675,8170,505,5.8,8684,7829,855,9.8,8270,7396,874,10.6,8083,7228,855,10.6,8307,7534,773,9.3,8149,7458,691,8.5,8077,7471,606,7.5,7954,7449,505,6.3,8556,8097,459,5.4,8875,8468,407,4.6,8739,8403,336,3.8,8694,8390,304,3.5,8500,8115,385,4.5,46701,75.38498688,6,5,0
13231,GA,"Pike County, GA",6946,6692,254,3.7,6969,6693,276,4,7157,6765,392,5.5,7265,6864,401,5.5,7449,7059,390,5.2,7729,7261,468,6.1,7883,7497,386,4.9,8064,7693,371,4.6,8239,7653,586,7.1,8088,7160,928,11.5,8528,7608,920,10.8,8420,7569,851,10.1,8392,7628,764,9.1,8292,7594,698,8.4,8181,7605,576,7,8134,7660,474,5.8,8402,7961,441,5.2,8743,8348,395,4.5,8875,8551,324,3.7,8992,8712,280,3.1,8705,8273,432,5,74905,120.9120255,1,1,1
13233,GA,"Polk County, GA",17500,16788,712,4.1,18253,17362,891,4.9,19067,17985,1082,5.7,19713,18723,990,5,19709,18674,1035,5.3,20477,19369,1108,5.4,20723,19742,981,4.7,20942,19929,1013,4.8,21431,19963,1468,6.8,21218,18822,2396,11.3,18755,16464,2291,12.2,18655,16514,2141,11.5,18730,16883,1847,9.9,18483,16848,1635,8.8,18313,16881,1432,7.8,17945,16736,1209,6.7,18072,16948,1124,6.2,18657,17670,987,5.3,18581,17788,793,4.3,18576,17884,692,3.7,18292,17200,1092,6,47896,77.31396484,4,3,0
13235,GA,"Pulaski County, GA",4348,4172,176,4,4261,3988,273,6.4,4152,3901,251,6,4302,4101,201,4.7,4261,4054,207,4.9,4380,4115,265,6.1,4633,4407,226,4.9,4642,4442,200,4.3,4589,4324,265,5.8,4357,4000,357,8.2,4541,4117,424,9.3,4480,4051,429,9.6,4367,3979,388,8.9,4193,3823,370,8.8,4056,3738,318,7.8,3968,3702,266,6.7,4039,3799,240,5.9,4132,3912,220,5.3,4046,3867,179,4.4,4066,3905,161,4,3976,3797,179,4.5,42274,68.23889923,3,2,1
13237,GA,"Putnam County, GA",8999,8683,316,3.5,8965,8609,356,4,9264,8818,446,4.8,9134,8699,435,4.8,9471,9022,449,4.7,10101,9517,584,5.8,10380,9872,508,4.9,10400,9907,493,4.7,10470,9671,799,7.6,10387,9194,1193,11.5,9082,7893,1189,13.1,8650,7533,1117,12.9,8259,7321,938,11.4,8132,7298,834,10.3,8079,7345,734,9.1,7716,7082,634,8.2,7955,7388,567,7.1,8250,7768,482,5.8,8274,7856,418,5.1,8326,7956,370,4.4,8210,7671,539,6.6,62282,100.5359192,6,4,0
13239,GA,"Quitman County, GA",1035,970,65,6.3,1034,955,79,7.6,997,931,66,6.6,976,922,54,5.5,956,892,64,6.7,989,923,66,6.7,1001,946,55,5.5,1059,997,62,5.9,1030,934,96,9.3,970,849,121,12.5,1009,906,103,10.2,977,878,99,10.1,940,852,88,9.4,901,828,73,8.1,890,815,75,8.4,807,751,56,6.9,815,755,60,7.4,841,791,50,5.9,827,780,47,5.7,812,770,42,5.2,800,748,52,6.5,35522,57.33979034,9,11,0
13241,GA,"Rabun County, GA",7234,7004,230,3.2,7053,6776,277,3.9,7068,6755,313,4.4,7462,7167,295,4,7512,7212,300,4,7827,7436,391,5,7530,7082,448,5.9,7279,6816,463,6.4,6951,6473,478,6.9,6976,6217,759,10.9,7162,6306,856,12,7018,6156,862,12.3,6912,6131,781,11.3,6813,6142,671,9.8,6540,6003,537,8.2,6430,5991,439,6.8,6700,6299,401,6,6971,6624,347,5,7133,6843,290,4.1,7321,7057,264,3.6,7215,6831,384,5.3,46639,75.28490448,7,10,0
13243,GA,"Randolph County, GA",2988,2812,176,5.9,2886,2650,236,8.2,2968,2688,280,9.4,2989,2751,238,8,2827,2610,217,7.7,2738,2516,222,8.1,2879,2680,199,6.9,2747,2555,192,7,2787,2533,254,9.1,2758,2407,351,12.7,2988,2620,368,12.3,2937,2566,371,12.6,2824,2476,348,12.3,2787,2501,286,10.3,2715,2451,264,9.7,2399,2177,222,9.3,2475,2263,212,8.6,2539,2373,166,6.5,2487,2347,140,5.6,2556,2431,125,4.9,2490,2343,147,5.9,33505,54.0839386,6,6,0
13245,GA,"Richmond County, GA",86749,82949,3800,4.4,86438,82177,4261,4.9,88104,82922,5182,5.9,89309,84104,5205,5.8,90411,84721,5690,6.3,90124,83555,6569,7.3,88943,82900,6043,6.8,90932,84911,6021,6.6,92026,84905,7121,7.7,91347,81671,9676,10.6,88125,78306,9819,11.1,88308,78477,9831,11.1,88115,78891,9224,10.5,86594,78136,8458,9.8,84527,77147,7380,8.7,83351,77071,6280,7.5,84842,79035,5807,6.8,86792,81560,5232,6,86102,81560,4542,5.3,85378,81390,3988,4.7,85112,78649,6463,7.6,44810,72.33252716,2,2,1
13247,GA,"Rockdale County, GA",36702,35571,1131,3.1,36828,35544,1284,3.5,37089,35185,1904,5.1,37476,35497,1979,5.3,37979,35951,2028,5.3,39202,36764,2438,6.2,39413,37264,2149,5.5,40335,38146,2189,5.4,40731,37686,3045,7.5,40213,35522,4691,11.7,42071,37256,4815,11.4,42157,37477,4680,11.1,41985,37768,4217,10,42123,38294,3829,9.1,41972,38661,3311,7.9,41793,39019,2774,6.6,43254,40714,2540,5.9,44827,42431,2396,5.3,44645,42642,2003,4.5,44606,42852,1754,3.9,43989,40657,3332,7.6,60281,97.30589294,1,1,1
13249,GA,"Schley County, GA",1707,1637,70,4.1,1679,1597,82,4.9,1681,1596,85,5.1,1736,1632,104,6,1744,1634,110,6.3,1776,1648,128,7.2,1867,1754,113,6.1,1822,1705,117,6.4,1874,1740,134,7.2,1908,1654,254,13.3,2170,1905,265,12.2,2157,1912,245,11.4,2168,1945,223,10.3,2129,1933,196,9.2,2172,2006,166,7.6,2086,1945,141,6.8,2117,1982,135,6.4,2232,2109,123,5.5,2200,2097,103,4.7,2258,2170,88,3.9,2145,2052,93,4.3,51129,82.53268433,8,5,0
13251,GA,"Screven County, GA",6565,6246,319,4.9,6387,5943,444,7,6438,6059,379,5.9,6644,6253,391,5.9,6693,6318,375,5.6,6956,6547,409,5.9,7196,6821,375,5.2,7233,6852,381,5.3,7369,6745,624,8.5,7327,6241,1086,14.8,5826,4824,1002,17.2,5752,4852,900,15.6,5670,4898,772,13.6,5555,4860,695,12.5,5355,4817,538,10,4986,4564,422,8.5,5240,4840,400,7.6,5320,4983,337,6.3,5295,5005,290,5.5,5159,4874,285,5.5,5047,4635,412,8.2,42331,68.33090973,6,6,0
13253,GA,"Seminole County, GA",3987,3791,196,4.9,3976,3766,210,5.3,3956,3715,241,6.1,4065,3831,234,5.8,3836,3607,229,6,3993,3750,243,6.1,4009,3787,222,5.5,3989,3753,236,5.9,4095,3771,324,7.9,4096,3633,463,11.3,3395,2963,432,12.7,3268,2857,411,12.6,3242,2893,349,10.8,3135,2816,319,10.2,3115,2820,295,9.5,3057,2805,252,8.2,3093,2846,247,8,3116,2914,202,6.5,3049,2884,165,5.4,3106,2971,135,4.3,3093,2938,155,5,38618,62.33736801,6,6,0
13255,GA,"Spalding County, GA",27970,26775,1195,4.3,27984,26630,1354,4.8,27962,26116,1846,6.6,27889,26009,1880,6.7,27607,25810,1797,6.5,28249,26058,2191,7.8,28123,26202,1921,6.8,28265,26531,1734,6.1,28936,26289,2647,9.1,28987,24689,4298,14.8,28762,24439,4323,15,28500,24543,3957,13.9,28080,24608,3472,12.4,27737,24570,3167,11.4,27238,24651,2587,9.5,26814,24620,2194,8.2,27798,25863,1935,7,28596,26914,1682,5.9,28631,27259,1372,4.8,28741,27555,1186,4.1,28305,26156,2149,7.6,49237,79.47861481,1,1,1
13257,GA,"Stephens County, GA",13146,12674,472,3.6,13390,12703,687,5.1,13781,13031,750,5.4,13453,12604,849,6.3,12883,12030,853,6.6,13015,12203,812,6.2,13391,12674,717,5.4,13580,12865,715,5.3,13763,12840,923,6.7,13912,12365,1547,11.1,11928,10442,1486,12.5,11722,10329,1393,11.9,11721,10507,1214,10.4,11497,10450,1047,9.1,11194,10334,860,7.7,10739,10025,714,6.6,11033,10376,657,6,11136,10548,588,5.3,10974,10464,510,4.6,10838,10419,419,3.9,10414,9745,669,6.4,45416,73.31073761,7,8,0
13259,GA,"Stewart County, GA",2075,1963,112,5.4,1971,1825,146,7.4,1973,1844,129,6.5,2063,1903,160,7.8,1911,1695,216,11.3,1961,1768,193,9.8,1983,1842,141,7.1,2273,2118,155,6.8,2318,2122,196,8.5,2319,2061,258,11.1,2408,2157,251,10.4,2329,2106,223,9.6,2309,2101,208,9,2283,2086,197,8.6,2184,2020,164,7.5,2091,1944,147,7,2138,2000,138,6.5,2302,2164,138,6,2371,2255,116,4.9,2497,2388,109,4.4,2509,2367,142,5.7,34566,55.79661179,8,6,0
13261,GA,"Sumter County, GA",15245,14618,627,4.1,14824,13972,852,5.7,14732,13771,961,6.5,14822,13942,880,5.9,14540,13631,909,6.3,14420,13366,1054,7.3,14780,13800,980,6.6,14815,13675,1140,7.7,14711,13492,1219,8.3,14423,12464,1959,13.6,14306,12385,1921,13.4,13899,12170,1729,12.4,13905,12276,1629,11.7,13397,11897,1500,11.2,13418,12140,1278,9.5,12692,11618,1074,8.5,12849,11864,985,7.7,13027,12133,894,6.9,12727,11959,768,6,12877,12252,625,4.9,12525,11601,924,7.4,40250,64.97174835,6,5,0
13263,GA,"Talbot County, GA",2834,2681,153,5.4,2819,2640,179,6.3,2901,2727,174,6,2974,2788,186,6.3,2996,2797,199,6.6,2985,2759,226,7.6,3084,2876,208,6.7,3163,2943,220,7,3183,2956,227,7.1,3127,2817,310,9.9,2883,2588,295,10.2,2915,2609,306,10.5,2911,2623,288,9.9,2857,2594,263,9.2,2801,2580,221,7.9,2667,2457,210,7.9,2745,2559,186,6.8,2821,2646,175,6.2,2839,2694,145,5.1,2827,2699,128,4.5,2757,2568,189,6.9,41045,66.25504303,8,4,0
13265,GA,"Taliaferro County, GA",844,801,43,5.1,800,727,73,9.1,791,696,95,12,767,705,62,8.1,719,670,49,6.8,715,658,57,8,785,726,59,7.5,850,777,73,8.6,847,772,75,8.9,835,708,127,15.2,637,521,116,18.2,617,521,96,15.6,604,519,85,14.1,589,519,70,11.9,592,527,65,11,587,540,47,8,548,510,38,6.9,581,542,39,6.7,570,539,31,5.4,546,518,28,5.1,530,492,38,7.2,37046,59.79983902,8,7,0
13267,GA,"Tattnall County, GA",8802,8298,504,5.7,8459,8027,432,5.1,8497,8013,484,5.7,8589,8133,456,5.3,8553,8062,491,5.7,8862,8260,602,6.8,9085,8565,520,5.7,9136,8662,474,5.2,9252,8589,663,7.2,9359,8475,884,9.4,9702,8813,889,9.2,9853,8996,857,8.7,9780,8979,801,8.2,9550,8795,755,7.9,9508,8844,664,7,9171,8596,575,6.3,9330,8825,505,5.4,9683,9200,483,5,9701,9287,414,4.3,9762,9384,378,3.9,9651,9237,414,4.3,41457,66.92009735,6,6,0
13269,GA,"Taylor County, GA",3390,3212,178,5.3,3301,3099,202,6.1,3318,3109,209,6.3,3321,3107,214,6.4,3216,2985,231,7.2,3247,2978,269,8.3,3343,3117,226,6.8,3333,3120,213,6.4,3439,3162,277,8.1,3557,3114,443,12.5,3266,2788,478,14.6,3171,2718,453,14.3,3103,2694,409,13.2,3169,2801,368,11.6,2843,2551,292,10.3,2743,2487,256,9.3,3323,3071,252,7.6,2847,2597,250,8.8,2789,2606,183,6.6,3036,2908,128,4.2,2746,2563,183,6.7,28234,45.57546234,8,7,0
13271,GA,"Telfair County, GA",4403,4064,339,7.7,4039,3565,474,11.7,4030,3592,438,10.9,4179,3799,380,9.1,4160,3825,335,8.1,4613,4241,372,8.1,5055,4643,412,8.2,5006,4588,418,8.3,4716,4170,546,11.6,4630,3956,674,14.6,5250,4468,782,14.9,5268,4579,689,13.1,5324,4706,618,11.6,5288,4688,600,11.3,5242,4729,513,9.8,4772,4350,422,8.8,4811,4403,408,8.5,4831,4449,382,7.9,4368,4070,298,6.8,4298,3893,405,9.4,3782,3408,374,9.9,36264,58.53752899,7,11,0
